DE_comparison,DE_comparison description,gene_symbol,gene_type,rank,p-value,cover_genes,chr,median_copy_number_cloneA,median_copy_number_cloneB,median_copy_number_cloneC,description,covered_events,mut,total_events,node_degree,no.of.cases,connected.drivers,case,ens_gene_id,metastasis-associated studies,metastasis-associated summary
Bmet_Apri,clone B metastasis vs. clone A primary,PTPRN2,cis,45,0.358,PTPRN,7,2.0,3.0,,protein tyrosine phosphatase receptor type N2,2,1,897,2,1,45,cloneB,ENSG00000155093,Protein tyrosine phosphatase receptor type N2; reported as hypermethylated/dysregulated in some breast and colorectal cancers; no direct metastasis-mechanism study retrieved this pass.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,PIP,cis,46,0.358,AZGP1,7,2.0,3.0,,prolactin induced protein,2,1,897,2,1,46,cloneB,ENSG00000159763,"Prolactin-induced protein; used as a breast cancer biomarker, context-dependent tumour suppressive/promoting reports; no specific metastasis mechanism study retrieved this pass.",3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,TNFAIP8L2,cis,47,0.358,CORO1A,1,10.0,9.0,,TNF alpha induced protein 8 like 2,2,1,897,6,1,47,cloneB,ENSG00000163154,TIPE2 family member with immune-regulatory function; some reports link to tumour suppression via inhibition of Rac1 activity; no direct metastasis study retrieved this pass.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,RP9,cis,48,0.358,CIR1,7,2.0,3.0,,RP9 pre-mRNA splicing factor,2,1,897,2,1,48,cloneB,ENSG00000164610,Retinitis pigmentosa 9 gene (pre-mRNA splicing factor); no cancer/metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,CLDN3,cis,49,0.358,CLDN5,7,2.0,3.0,,claudin 3,2,1,897,2,1,49,cloneB,ENSG00000165215,"Claudin-3, tight junction protein; frequently dysregulated in ovarian/endometrial cancer with context-dependent roles in invasion; no specific study retrieved this pass.",3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,MUC3A,cis,50,0.358,"GALNT15,GALNT9",7,2.0,3.0,,"mucin 3A, cell surface associated",2,1,897,10,1,50,cloneB,ENSG00000169894,Membrane-bound mucin; minimal characterisation in cancer/metastasis literature identified in this search.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,ZNF467,cis,51,0.358,CEBPB,7,2.0,3.0,,zinc finger protein 467,2,1,897,7,1,51,cloneB,ENSG00000181444,Zinc-finger transcription factor with reported adipogenesis/osteogenesis roles; no metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,KCND2,cis,52,0.358,"KCNA4,KCNIP4",7,2.0,3.0,,potassium voltage-gated channel subfamily D member 2,2,1,897,3,1,52,cloneB,ENSG00000184408,Voltage-gated potassium channel subunit; no metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,ZNF398,cis,53,0.358,"ZNF296,ZNF90",7,2.0,3.0,,zinc finger protein 398,2,1,897,7,1,53,cloneB,ENSG00000197024,Zinc-finger transcription factor; no metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,PDK4,cis,54,0.665,,7,2.0,3.0,,pyruvate dehydrogenase kinase 4,1,1,897,3,1,54,cloneB,ENSG00000004799,"Pyruvate dehydrogenase kinase 4, metabolic regulator; reported to modulate metabolic reprogramming relevant to invasion/metastasis in some cancers (context-dependent); no specific study retrieved this pass.",3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,SKAP2,cis,55,0.665,,7,2.0,3.0,,src kinase associated phosphoprotein 2,1,1,897,2,1,55,cloneB,ENSG00000005020,Src-kinase associated adaptor protein; implicated in immune cell/macrophage migration; some reports link to cancer cell invasiveness; no specific study retrieved this pass.,3. No metastasis-focused studies identified to date
Bmet_Apri,clone B metastasis vs. clone A primary,PON1,cis,56,0.665,,7,2.0,3.0,,paraoxonase 1,1,1,897,1,1,56,cloneB,ENSG00000005421,"Paraoxonase 1, antioxidant/lipid-metabolism enzyme; studied mainly as a circulating biomarker; no direct metastasis-mechanism study retrieved this pass.",3. No metastasis-focused studies identified to date
Cmet_Apri,clone C metastasis vs. clone A primary,GHR,cis,1,0.0,"IL11,PRLR,SOCS2,IL12A",5,3.0,,4.0,growth hormone receptor,5,1,102,10,1,1,cloneC,ENSG00000112964,Growth hormone receptor; GH/GHR axis broadly implicated in cancer progression across multiple tumour types (established literature); no specific study retrieved this pass.,2. Well-established in the broader cancer literature
Cmet_Apri,clone C metastasis vs. clone A primary,CDH9,cis,2,0.0,"FAT2,PCDHB7,PCDHB8,ACTA1,ACTC1",5,3.0,,4.0,cadherin 9,5,1,102,9,1,2,cloneC,ENSG00000113100,"Cadherin-9, cell adhesion molecule; reported hypermethylated/dysregulated in some cancers; no direct metastasis-mechanism study retrieved this pass.",3. No metastasis-focused studies identified to date
Cmet_Apri,clone C metastasis vs. clone A primary,LAMB1,cis,3,0.0,"ACTN2,COL27A1",7,2.0,,3.0,laminin subunit beta 1,3,1,102,11,1,3,cloneC,ENSG00000091136,"LAMB1 regulates tumour cell proliferation, attachment and migration; drives HCC invasive front via PDGFRα-La/SSB-LAMB1 cascade and shapes immune-suppressive microenvironment in nasopharyngeal carcinoma (prior search this conversation).",1. Directly supported by metastasis-associated literature
Cmet_Apri,clone C metastasis vs. clone A primary,CD36,cis,4,0.0,"THBS4,PPARG",7,2.0,,3.0,CD36 molecule,3,1,102,5,1,4,cloneC,ENSG00000135218,"Fatty acid translocase CD36 is a well-known driver of metastasis-initiating cell lipid metabolism, notably in oral squamous cell carcinoma metastasis (Pascual et al., established literature; not re-searched this pass).",2. Well-established in the broader cancer literature
Cmet_Apri,clone C metastasis vs. clone A primary,TERT,cis,5,0.0,"ESR1,LEF1",5,3.0,,4.0,telomerase reverse transcriptase,3,1,102,4,1,5,cloneC,ENSG00000164362,Telomerase reverse transcriptase; well-established driver of cellular immortalisation and genomic instability that supports tumour progression broadly; TERT promoter mutations linked to aggressive/metastatic phenotypes across cancers (established literature; not re-searched this pass).,2. Well-established in the broader cancer literature
Cmet_Apri,clone C metastasis vs. clone A primary,SEMA3A,cis,6,0.039,"SEMA3C,DPYSL2",7,2.0,,3.0,semaphorin 3A,2,1,102,3,1,6,cloneC,ENSG00000075213,"Context-dependent semaphorin; downregulation associated with worse prognosis/increased malignancy in ovarian, gastric, NSCLC, while higher expression seen in breast cancer primary tumours vs. brain metastases (prior search this conversation).",1. Directly supported by metastasis-associated literature
Cmet_Apri,clone C metastasis vs. clone A primary,HOXA9,cis,7,0.039,MME,7,2.0,,3.0,homeobox A9,2,1,102,6,1,7,cloneC,ENSG00000078399,HOXA9 drives lymphatic metastasis via c-MYC-glycolysis-lactate axis in gastric cancer (J Transl Med 2025); orchestrates EMT/metastasis in oral cancer via vimentin/β-catenin (Cell Death Dis 2026); promotes HCC metastasis (PubMed 39292289).,1. Directly supported by metastasis-associated literature
Cmet_Apri,clone C metastasis vs. clone A primary,HOXA6,cis,8,0.039,HOXA10,7,2.0,,3.0,homeobox A6,2,1,102,4,1,8,cloneC,ENSG00000106006,"HOXA6-PBX2 co-expression promotes gastric cancer metastasis; HOXA6 upregulation associated with lymph node metastasis, AJCC/TNM stage and poor survival (Aging 2021, PMC7993744).",1. Directly supported by metastasis-associated literature
Cmet_Apri,clone C metastasis vs. clone A primary,LYZL1,cis,9,0.039,LYZL2,10,3.0,,4.0,lysozyme like 1,2,1,102,2,1,9,cloneC,ENSG00000120563,Lysozyme-like protein 1 (testis-specific); no cancer/metastasis-specific literature identified in this search.,3. No metastasis-focused studies identified to date
